1327975503417008130,RT Scientists around world know enough COVID longer reasonable excuse new lockdo,Dman SUPERELITE🌟🌟🌟,2020-02-03 00:00:00,USA
1327975586317430784,RT Diwali magic Nidhi Razdan goes crusader demanding lockdown punish citizens Kejriwal perfor,JP,2020-02-03 00:00:00,India
1327975624095490048,RT The president attended coronavirus task force meeting least 5 months,wjfairfield,2020-02-03 00:00:00,USA
1327975643489984513,RT Great job pandemic,just CJ / Biden Harris 💙💙,2020-02-03 00:00:00,USA
1327975649575915521,RT Epic failure Trump surrendered virus History kind,Tom A,2020-02-03 00:00:00,USA
1327975679997054976,France records sharp rise Covid19 deaths Europe tightens restrictions,Remi Cena,2020-02-03 00:00:00,Canada
1327975741913493506,RT Only 28 states mandate masks This going end well Remember case surge today gt death surge weeks Decemb,Dr. DMD,2020-02-03 00:00:00,USA
1327975741946990592,RT 1 The media reporting coronavirus cases spreading I guess means Fauci et al blew Pe,ClassyKat,2020-02-03 00:00:00,USA
1327975743624785920,RT How Australian state beat second wave COVID19 Widespread testing relentless contact tracing draconia,Stauers,2020-02-03 00:00:00,Canada
1327975747961675777,DO PANIC BeatTheCheat,save DEMOCRACY,2020-02-03 00:00:00,USA
1327975786243117058,Canada offers guide international students arriving coronavirus If go,HomenusRevelio3,2020-02-03 00:00:00,Canada
1327975794941911041,RT trying conduct exams forcefully 20 days air pollution crisis amp COVID19 situation immat,Sreekanth reddy🇮🇳,2020-02-03 00:00:00,India
1327975807449329665,RT Others lockdown hai yar productivity bohot kum ho gayi hai feeling hold HM IS COMING,Boo👻,2020-02-03 00:00:00,India
1327975820506238976,Dedicated teams visit private hospitals Delhi inspection availability COVID19,NewsMobile,2020-02-03 00:00:00,India
1327975834381008902,Brilliant indeed,Teja Naga Bharan,2020-02-03 00:00:00,India
1327975840722817024,Reliance industries Ltd RIL bought majority stake Urban Ladder Lockdown period effectively utilized company,Revolutionary Raja for Taxation & Economic Reform!,2020-02-03 00:00:00,India
1327975871924334592,RT This incredible Frank Laura Day Baker planning gesture need became even urgent,PragmaticObotsUnite,2020-02-03 00:00:00,USA
1327975900055408640,Fact Check Is The Govt Going Nationwide Lockdown From December 1 Here The Truth,Varun Dwivedi,2020-02-03 00:00:00,India
1327975917449138176,RT takes blinders new vaccine Enjoy comment negative positive preferably da,EquateAll 🇮🇳,2020-02-03 00:00:00,India
1327975952257781760,RT 1 The media reporting coronavirus cases spreading I guess means Fauci et al blew Pe,Shelley Belley⭐⭐⭐,2020-02-03 00:00:00,USA
1327975953247727617,RT It administration less year enough coronavirus vaccines immuni,Comfortably Numb 🇺🇸 MAGA-Deplorable,2020-02-03 00:00:00,USA
1327975956145848320,More oxygen cylinders High Flow Nasal Cannula necessary equipments made available Delhi Governm,NewsMobile,2020-02-03 00:00:00,India
1327976009761689601,RT NEW Chilling video El Paso jail inmates hired move bodies COVID19 deceased patients mobile overflow morgue,Murf,2020-02-03 00:00:00,Canada
1327976013431791617,RT The enters third wave Pfizer sees stunning results vaccine trials CDC releases guidelines T,just CJ / Biden Harris 💙💙,2020-02-03 00:00:00,USA
1327976024743813120,RT said want Covid vaccine He said many people Even television,ET1 Springfield,2020-02-03 00:00:00,USA
1327976036169109504,USA indicators tracking levels virus circulation amp associated illnesses increasing since September,Silver Oak Leaf Inc,2020-02-03 00:00:00,USA
1327976045954420736,RT 3 More photos inmates loading COVID19 deceased supervision sheriffs These inmates supposed,Murf,2020-02-03 00:00:00,Canada
1327976055647383553,RT ERECTILE DYSFUNCTION Smoking long known cause ED Why care right Because COVID19 causes vascular prob,Dr. DMD,2020-02-03 00:00:00,USA
1327976061406089216,RT The actively supporting community COVID19 I met Sarsanghchalak Dr Mohan Bhagwat shar,मनीष सिंह चौहान 🇮🇳,2020-02-03 00:00:00,India
1327976067777359872,RT Lost two loves life younger brother result opioidcrisis girlfriend recently due COVID19 un,❌ President-Elect Dad de’Plorable❌,2020-02-03 00:00:00,USA
1327976070159626241,Time simple equation Deforestation coal transportation DOOM We already middle global pande,Let India Breathe,2020-02-03 00:00:00,India
1327976071535456256,RT 4 count 10 refrigerated trailers mobile morgues They piled outside El Paso medical examiners offi,Murf,2020-02-03 00:00:00,Canada
1327976095006732294,RT 5 new COVID19 cases El Paso alone today As Saturday patients hospitalized 309 patient,Murf,2020-02-03 00:00:00,Canada
1327976095275053057,RT Robert Rabon longtime chairman Horry County Republican Party powerful figure South Carolina work,𝗽 𝗿 𝗴 𝘀 𝘃 . 𝗼 𝗿 𝗴,2020-02-03 00:00:00,USA
1327976097376595969,It took bit,Stars&Stripes_4Ever,2020-02-03 00:00:00,USA
1327976104183754752,Mumbai Siddhivinayak Temple Reopens Tomorrow Trust Authorities Issues SoPs Check Here mumbai Maharashtra,India.com,2020-02-03 00:00:00,India
1327976118264139779,RT 6 And sadly horrifying testimonial happening El Paso hospital UMC El Paso according,Murf,2020-02-03 00:00:00,Canada
1327976123402125312,RT OK folks I ca put longer You getting CoronavirusVaccine sold,EquateAll 🇮🇳,2020-02-03 00:00:00,India
1327976138254159872,RT They paid 2 hour,God,2020-02-03 00:00:00,Canada
1327976149075562496,RT 8 long long time Frustratingly long ass time,Murf,2020-02-03 00:00:00,Canada
1327976152531550210,RT Leveraging COVID19 amp global protest worth virus indeed new war terror The Great Re,Bellybean🇺🇸,2020-02-03 00:00:00,USA
1327976171548643329,The political class coronavirus credibility crisis endangers public health,Sandstorm1776,2020-02-03 00:00:00,USA
1327976172454506500,RT Translation Get ready locked Because lockdowns worked well Europe,Felipe Lopez,2020-02-03 00:00:00,USA
1327976180520251393,Slavery In economy people buy stuff online get food delivered home,"OuT for a RuN ⭐ with the ""in"" crowd",2020-02-03 00:00:00,USA
1327976207191826435,RT It administration less year enough coronavirus vaccines immuni,Bring On The Schiff Show,2020-02-03 00:00:00,USA
1327976247918350337,Centre Assures 750 ICU Beds Daily Tests To Be Increased To Over 1 Lakh Review Meet CM A,SK Iyer,2020-02-03 00:00:00,India
1327976260677472259,RT 1 The media reporting coronavirus cases spreading I guess means Fauci et al blew Pe,Felipe Lopez,2020-02-03 00:00:00,USA
1327976270144016389,RT The actively supporting community COVID19 I met Sarsanghchalak Dr Mohan Bhagwat shar,Neeraj singh patel,2020-02-03 00:00:00,India
1327976274279555072,RT really great CCM ca like understand postpone exam till jan Plz retweet mor,leo,2020-02-03 00:00:00,India
1327976307045650433,New stats reveal massive NYC exodus amid coronavirus crime via,A G I M 🏭,2020-02-03 00:00:00,USA
1327976316294090757,During hard times anything get celebrate blessing In spirit Diwali2020 let hope,Wajeeh Ul Din Ahmed ☭,2020-02-03 00:00:00,Pakistan
1327976345901658113,RT 4 days ago 40 schools Covid19 case NOW closing 50 When say enough 75 90,Laurie Adam,2020-02-03 00:00:00,Canada
1327976432035917826,This violence Letting us die,BlessYourHeart,2020-02-03 00:00:00,USA
1327976439975727105,RT Scientists around world know enough COVID longer reasonable excuse new lockdo,Tumash,2020-02-03 00:00:00,USA
